tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
63;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,3;601975;764,1;25;14;12,3;21,5;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-2,16;15,36;7,54;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;13,52;7,48;51,93;0,7876;16665656000000,0;4082359,12
64;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,33;614678;790,0;25;14;13,4;26,5;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-2,13;15,46;7,56;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;14,0;7,48;58,42;0,7455;23810328000000,0;4879582,77
65;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,32;622695;561,8;25;14;10,7;19,5;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-2,16;15,45;7,57;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;13,9;7,48;55,57;0,764;19044667555555,56;4364019,66
66;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,3;628657;701,0;25;14;9,5;18,1;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-2,16;15,44;7,56;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,07;7,48;51,93;0,7876;16665656000000,0;4082359,12
67;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,3;630188;876,4;25;14;15,6;41,5;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-2,16;15,42;7,56;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,99;7,48;58,42;0,7455;23810328000000,0;4879582,77
68;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,33;632990;805,2;25;14;11,6;20,7;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-2,14;15,5;7,57;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,3;7,48;55,57;0,764;19044667555555,56;4364019,66
69;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,39;636414;779,9;25;14;11,0;20,3;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-2,01;15,53;7,52;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,25;7,48;51,93;0,7876;16665656000000,0;4082359,12
70;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,38;637695;783,3;25;14;10,6;19,5;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-2,12;15,59;7,59;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;14,41;7,48;58,42;0,7455;23810328000000,0;4879582,77
71;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,42;640287;576,7;25;14;11,4;20,0;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-2,04;15,6;7,57;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,2;7,48;55,57;0,764;19044667555555,56;4364019,66
72;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,45;647969;576,5;25;14;10,6;19,2;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,9;15,48;7,47;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;13,63;7,48;51,93;0,7876;16665656000000,0;4082359,12
73;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,45;657412;589,5;25;14;11,1;19,3;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,96;15,48;7,51;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,36;7,48;58,42;0,7455;23810328000000,0;4879582,77
74;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,46;660071;567,4;25;14;9,2;15,6;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,83;15,47;7,43;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;13,75;7,48;55,57;0,764;19044667555555,56;4364019,66
75;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,51;668672;605,7;25;14;10,7;18,9;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,76;15,57;7,43;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,17;7,48;51,93;0,7876;16665656000000,0;4082359,12
76;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,51;676424;613,2;25;14;11,9;21,0;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,71;15,6;7,41;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;14,49;7,48;58,42;0,7455;23810328000000,0;4879582,77
77;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,55;678352;696,5;25;14;9,2;19,3;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,59;15,59;7,35;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,46;7,48;55,57;0,764;19044667555555,56;4364019,66
78;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,59;681949;616,0;25;14;10,8;19,2;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,69;15,76;7,46;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,77;7,48;51,93;0,7876;16665656000000,0;4082359,12
79;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,52;686976;684,0;25;14;13,4;46,6;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,85;15,69;7,51;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;14,52;7,48;58,42;0,7455;23810328000000,0;4879582,77
80;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,55;695033;633,5;25;14;11,8;21,3;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,8;15,76;7,5;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,84;7,48;55,57;0,764;19044667555555,56;4364019,66
81;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,6;704942;629,4;25;14;11,8;20,8;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,63;15,75;7,42;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,82;7,48;51,93;0,7876;16665656000000,0;4082359,12
82;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,59;711693;752,1;25;14;11,5;20,2;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,6;15,74;7,4;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;15,04;7,48;58,42;0,7455;23810328000000,0;4879582,77
83;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,59;713778;1030,2;25;14;10,8;20,3;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,46;15,59;7,28;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,52;7,48;55,57;0,764;19044667555555,56;4364019,66
84;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,61;721329;846,8;25;14;13,7;25,6;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,34;15,49;7,2;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,12;7,48;51,93;0,7876;16665656000000,0;4082359,12
85;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,65;723060;863,3;25;14;11,4;20,3;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,27;15,45;7,17;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,53;7,48;58,42;0,7455;23810328000000,0;4879582,77
86;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,68;734327;830,3;25;14;11,3;19,8;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,19;15,43;7,14;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;13,33;7,48;55,57;0,764;19044667555555,56;4364019,66
87;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,67;739098;610,4;25;14;12,1;20,3;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,27;15,42;7,18;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;13,05;7,48;51,93;0,7876;16665656000000,0;4082359,12
88;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,64;741750;606,2;25;14;11,7;19,9;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,29;15,45;7,18;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,63;7,48;58,42;0,7455;23810328000000,0;4879582,77
89;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,58;749450;633,7;25;14;11,2;19,4;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,34;15,37;7,17;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;13,54;7,48;55,57;0,764;19044667555555,56;4364019,66
90;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,58;756183;809,3;25;14;11,1;19,0;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,44;15,45;7,25;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;13,68;7,48;51,93;0,7876;16665656000000,0;4082359,12
91;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,6;763441;656,8;25;14;11,3;19,4;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,34;15,44;7,19;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,7;7,48;58,42;0,7455;23810328000000,0;4879582,77
92;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,69;767039;607,3;25;14;11,1;18,9;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,21;15,55;7,17;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,04;7,48;55,57;0,764;19044667555555,56;4364019,66
93;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,65;771362;729,9;25;14;10,3;19,2;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,26;15,55;7,19;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,36;7,48;51,93;0,7876;16665656000000,0;4082359,12
94;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,64;777601;613,0;25;14;11,2;19,6;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,21;15,5;7,14;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;14,29;7,48;58,42;0,7455;23810328000000,0;4879582,77
95;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,61;781062;1010,9;25;14;11,2;19,2;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,25;15,55;7,16;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,81;7,48;55,57;0,764;19044667555555,56;4364019,66
96;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,59;782601;634,9;25;14;18,6;21,3;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,33;15,54;7,2;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,72;7,48;51,93;0,7876;16665656000000,0;4082359,12
97;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,64;783080;897,8;25;14;14,5;26,1;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-1,24;15,55;7,17;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;14,56;7,48;58,42;0,7455;23810328000000,0;4879582,77
98;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,71;782932;631,1;25;14;10,8;20,7;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-1,12;15,56;7,12;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,27;7,48;55,57;0,764;19044667555555,56;4364019,66
99;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,7;783170;1148,6;25;14;16,2;394,0;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,07;15,5;7,08;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;14,14;7,48;51,93;0,7876;16665656000000,0;4082359,12
100;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,74;782851;598,9;25;14;10,5;18,6;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-0,94;15,46;7,02;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,88;7,48;58,42;0,7455;23810328000000,0;4879582,77
101;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,74;782762;1029,9;25;14;12,1;21,1;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-0,95;15,5;7,03;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;14,18;7,48;55,57;0,764;19044667555555,56;4364019,66
102;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,7;782720;1093,2;25;14;16,7;29,1;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-1,02;15,44;7,04;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;13,86;7,48;51,93;0,7876;16665656000000,0;4082359,12
103;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,74;782667;1052,4;25;14;17,9;30,4;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-0,96;15,49;7,03;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,94;7,48;58,42;0,7455;23810328000000,0;4879582,77
104;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,79;782860;691,1;25;14;12,9;22,9;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-0,74;15,4;6,91;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;13,59;7,48;55,57;0,764;19044667555555,56;4364019,66
105;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,8;782690;1207,4;25;14;16,9;29,9;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-0,65;15,31;6,84;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;13,25;7,48;51,93;0,7876;16665656000000,0;4082359,12
106;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,85;782612;924,0;25;14;12,9;23,6;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-0,66;15,36;6,88;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;12,92;7,48;58,42;0,7455;23810328000000,0;4879582,77
107;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,86;782557;921,7;25;14;15,8;32,9;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-0,72;15,43;6,93;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;13,06;7,48;55,57;0,764;19044667555555,56;4364019,66
108;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,83;783019;1058,0;25;14;17,1;29,7;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-0,68;15,35;6,88;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;12,94;7,48;51,93;0,7876;16665656000000,0;4082359,12
109;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,82;782522;1006,5;25;14;17,9;31,5;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-0,79;15,4;6,95;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;13,11;7,48;58,42;0,7455;23810328000000,0;4879582,77
110;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,84;782306;1079,8;25;14;75,1;37,6;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-0,82;15,42;6,98;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;12,79;7,48;55,57;0,764;19044667555555,56;4364019,66
111;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,88;782731;1275,0;25;14;16,3;25,4;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-0,83;15,45;7,0;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;12,53;7,48;51,93;0,7876;16665656000000,0;4082359,12
112;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,86;782421;1133,4;25;14;21,9;33,9;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-0,92;15,46;7,05;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;12,39;7,48;58,42;0,7455;23810328000000,0;4879582,77
113;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,87;781102;1033,2;25;14;13,0;24,8;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-0,85;15,44;7,01;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;12,47;7,48;55,57;0,764;19044667555555,56;4364019,66
114;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,86;782530;812,5;25;14;13,8;25,1;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-0,81;15,38;6,97;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;12,35;7,48;51,93;0,7876;16665656000000,0;4082359,12
115;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,86;782732;1040,4;25;14;16,9;29,8;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-0,73;15,34;6,92;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;12,4;7,48;58,42;0,7455;23810328000000,0;4879582,77
116;3;3;50;16,67;235,58;23558;23558;23558,0;7,67;8,91;781726;818,4;25;14;17,5;32,7;100,0;3;0;2,0;100,0;1;3;0,82;2268,0;12920,0;7852,67;4364,02;3,0;11,0;8,0;3,0;-0,71;15,44;6,95;100,0;0;0;2,3558;0,7853;1,292;55,57;44,34;12,55;7,48;55,57;0,764;19044667555555,56;4364019,66
117;3;3;50;16,67;235,86;23586;23586;23586,0;7,67;8,97;781504;744,7;25;14;12,7;23,3;100,0;3;0;2,0;100,0;1;3;0,82;2142,0;11400,0;7862,0;4082,36;3,0;11,0;8,0;3,0;-0,6;15,5;6,91;100,0;0;0;2,3586;0,7862;1,14;51,93;44,34;12,7;7,48;51,93;0,7876;16665656000000,0;4082359,12
118;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,01;782225;863,5;25;14;13,4;24,2;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;-0,52;15,48;6,88;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;12,4;7,48;50,37;0,7976;19302248000000,0;4393432,37
119;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,03;782448;1001,2;25;14;16,9;29,7;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;-0,5;15,52;6,88;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;12,45;7,48;45,86;0,8262;14479755555555,56;3805227,4
120;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;8,99;782981;888,9;25;14;13,6;23,5;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;-0,45;15,4;6,82;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;12,25;7,48;42,21;0,8488;12220163555555,55;3495735,05
121;3;3;50;16,67;250,56;25056;25056;25056,0;7,67;8,93;782391;867,0;25;14;13,6;23,6;100,0;3;0;2,0;100,0;1;3;0,82;1890,0;13680,0;8352,0;4879,58;3,0;11,0;8,0;3,0;-0,54;15,38;6,84;100,0;0;0;2,5056;0,8352;1,368;58,42;44,34;12,55;7,48;58,42;0,7455;23810328000000,0;4879582,77
122;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;8,96;782513;906,6;25;14;16,4;25,8;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;-0,39;15,31;6,75;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;12,31;7,48;45,86;0,8262;14479755555555,56;3805227,4
123;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;8,99;781956;1119,8;25;14;16,9;30,6;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;-0,42;15,42;6,8;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;12,55;7,48;42,21;0,8488;12220163555555,55;3495735,05
124;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;8,97;782496;958,1;25;14;17,0;29,0;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;-0,46;15,38;6,81;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;12,4;7,48;50,37;0,7976;19302248000000,0;4393432,37
125;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;8,97;782038;967,4;25;14;21,9;31,2;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;-0,43;15,36;6,79;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;12,39;7,48;45,86;0,8262;14479755555555,56;3805227,4
126;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,03;781908;732,7;25;14;12,9;23,4;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;-0,29;15,42;6,74;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;12,57;7,48;42,21;0,8488;12220163555555,55;3495735,05
127;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,05;782022;1083,0;25;14;17,5;30,1;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;-0,31;15,47;6,76;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;12,77;7,48;50,37;0,7976;19302248000000,0;4393432,37
128;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,04;782491;1137,9;25;14;16,5;28,3;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;-0,31;15,44;6,76;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;12,58;7,48;45,86;0,8262;14479755555555,56;3805227,4
129;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,06;782043;855,6;25;14;16,6;26,7;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;-0,29;15,44;6,76;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;12,42;7,48;42,21;0,8488;12220163555555,55;3495735,05
130;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,14;781855;662,6;25;14;13,1;23,0;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;-0,09;15,46;6,67;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;12,35;7,48;50,37;0,7976;19302248000000,0;4393432,37
131;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,14;782511;790,2;25;14;16,9;30,7;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;-0,16;15,49;6,72;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;12,36;7,48;45,86;0,8262;14479755555555,56;3805227,4
132;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,17;782144;714,7;25;14;16,2;29,9;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;-0,07;15,54;6,69;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;12,7;7,48;42,21;0,8488;12220163555555,55;3495735,05
133;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,2;782632;823,1;25;14;12,6;22,1;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;-0,02;15,56;6,67;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;12,66;7,48;50,37;0,7976;19302248000000,0;4393432,37
