TTI,UE_ID,Num_RBs,RBs,Num_CCE,Tx_Bits,Buffer_Size,Wideband CQI,Subband CQI,SINR
42,1,0,0,0,0,0,13,"[15, 11, 15, 15, 12, 15, 15, 11, 12, 9, 13, 14, 11, 13, 13, 14, 13]",20.0027
42,2,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",8,2456,0,3,"[1, 2, 3, 4, 2, 4, 2, 3, 4, 4, 4, 6, 6, 4, 4, 5, 5]",-0.776
42,3,6,"[0, 1, 2, 6, 7, 8]",4,2264,0,8,"[3, 5, 9, 6, 9, 9, 10, 8, 5, 11, 9, 6, 10, 9, 10, 10, 11]",9.6438
43,1,0,0,0,0,0,13,"[15, 11, 15, 15, 12, 15, 15, 11, 12, 9, 13, 14, 11, 13, 14, 14, 13]",20.1122
43,2,0,0,8,0,0,4,"[1, 1, 3, 4, 3, 4, 4, 4, 5, 5, 5, 6, 7, 5, 5, 6, 5]",1.0088
43,3,0,0,4,0,0,8,"[4, 6, 9, 6, 9, 9, 10, 8, 5, 11, 9, 6, 10, 9, 9, 10, 11]",9.8766
44,1,0,0,0,0,0,13,"[15, 11, 15, 15, 12, 15, 15, 11, 12, 9, 13, 14, 12, 13, 14, 14, 13]",20.2974
44,2,15,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",8,4592,0,5,"[2, 1, 4, 4, 4, 5, 5, 5, 6, 5, 5, 6, 7, 6, 6, 6, 5]",2.1929
44,3,0,0,0,0,0,8,"[5, 6, 9, 7, 9, 10, 9, 8, 5, 11, 9, 6, 10, 9, 9, 10, 11]",10.0723
45,1,0,0,0,0,0,13,"[15, 11, 15, 15, 12, 15, 15, 11, 12, 9, 13, 14, 12, 13, 14, 14, 13]",20.4449
45,2,0,0,0,0,0,5,"[3, 1, 4, 4, 5, 5, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6]",2.9901
45,3,6,"[0, 1, 2, 3, 4, 5]",4,3808,0,9,"[5, 7, 9, 7, 9, 10, 9, 8, 5, 11, 9, 6, 10, 9, 9, 11, 11]",10.3501
46,1,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",1,7808,0,13,"[15, 11, 15, 15, 12, 15, 15, 11, 11, 9, 13, 15, 12, 13, 14, 14, 13]",20.5682
46,2,0,0,0,0,0,5,"[4, 1, 5, 4, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5]",3.1892
46,3,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",4,6912,0,9,"[6, 7, 9, 7, 9, 10, 9, 9, 5, 11, 9, 6, 10, 9, 9, 11, 10]",10.5296
47,1,18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",1,15248,0,13,"[15, 11, 15, 15, 12, 15, 15, 11, 11, 9, 14, 15, 12, 14, 14, 14, 13]",20.7168
47,2,0,0,0,0,0,5,"[5, 2, 5, 5, 6, 5, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5]",3.1724
47,3,0,0,0,0,0,9,"[6, 8, 9, 7, 9, 10, 9, 9, 5, 11, 9, 6, 10, 9, 9, 11, 10]",10.606
48,1,3,"[6, 7, 8]",1,2784,0,14,"[15, 12, 15, 15, 12, 15, 15, 11, 11, 9, 14, 15, 12, 14, 14, 14, 13]",20.8698
48,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,840,5,"[5, 3, 5, 5, 6, 4, 5, 6, 6, 6, 5, 5, 5, 6, 5, 5, 5]",2.868
48,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,10096,0,9,"[6, 8, 10, 7, 9, 10, 9, 9, 5, 11, 9, 6, 10, 9, 9, 11, 10]",10.6713
49,1,0,0,0,0,0,14,"[15, 12, 15, 15, 13, 14, 15, 12, 11, 9, 14, 15, 12, 14, 15, 14, 13]",21.0055
49,2,15,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26]",8,5024,0,5,"[5, 3, 5, 5, 6, 4, 5, 6, 5, 5, 5, 5, 4, 5, 5, 5, 4]",2.3936
49,3,21,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41]",4,13848,0,9,"[7, 8, 10, 7, 9, 10, 9, 9, 5, 11, 9, 6, 10, 9, 9, 11, 10]",10.7125
50,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,6064,0,14,"[15, 12, 15, 15, 13, 14, 15, 12, 11, 9, 14, 15, 12, 14, 15, 14, 13]",21.1255
50,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,22760,5,"[5, 4, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 3, 5, 4, 4, 3]",1.9558
50,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,6176,9,"[7, 8, 10, 7, 9, 10, 9, 9, 5, 10, 9, 7, 10, 10, 9, 11, 10]",10.8353
51,1,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",1,17440,0,14,"[15, 12, 15, 15, 13, 14, 15, 12, 11, 10, 14, 15, 13, 14, 15, 14, 13]",21.2292
51,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,17048,4,"[4, 4, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 2, 4, 4, 3, 2]",1.303
51,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,6888,9,"[7, 9, 10, 8, 9, 10, 9, 9, 5, 10, 9, 7, 10, 10, 8, 11, 10]",10.8919
52,1,3,"[3, 4, 5]",1,1568,0,14,"[15, 12, 15, 15, 13, 14, 15, 12, 10, 10, 14, 15, 13, 14, 15, 14, 13]",21.2654
52,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,12008,4,"[4, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 2, 4, 3, 2, 1]",0.7065
52,3,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",4,6888,0,9,"[7, 9, 10, 8, 9, 10, 9, 9, 6, 10, 9, 7, 10, 10, 8, 11, 10]",10.9397
53,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,8288,0,14,"[15, 12, 15, 15, 13, 14, 15, 12, 10, 10, 15, 15, 13, 14, 15, 14, 13]",21.2936
53,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,5960,4,"[3, 4, 5, 5, 5, 5, 4, 5, 5, 4, 5, 4, 2, 3, 3, 1, 1]",-0.0403
53,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,8056,9,"[8, 9, 10, 8, 9, 10, 9, 9, 6, 10, 9, 7, 10, 10, 8, 11, 10]",11.0818
54,1,3,"[0, 1, 2]",1,2880,0,14,"[15, 12, 15, 15, 13, 14, 15, 13, 10, 10, 15, 15, 13, 14, 15, 14, 13]",21.3856
54,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,19856,3,"[3, 4, 5, 5, 5, 4, 4, 5, 4, 3, 5, 4, 1, 3, 2, 1, 1]",-0.9942
54,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,1312,9,"[8, 9, 10, 8, 9, 10, 8, 9, 6, 10, 9, 7, 10, 10, 8, 11, 10]",11.0612
55,1,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",1,8648,0,14,"[15, 12, 15, 15, 13, 13, 15, 13, 10, 10, 15, 15, 13, 14, 15, 14, 13]",21.5029
55,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,19344,3,"[2, 4, 5, 4, 4, 4, 4, 4, 4, 2, 4, 3, 1, 2, 1, 1, 1]",-2.5792
55,3,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",4,12096,2752,9,"[8, 9, 10, 8, 9, 10, 8, 9, 6, 10, 9, 7, 10, 10, 8, 11, 10]",11.098
56,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",1,11680,0,14,"[15, 11, 15, 15, 13, 13, 15, 13, 10, 10, 15, 15, 13, 15, 15, 15, 13]",21.6297
56,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,31328,2,"[1, 3, 4, 4, 3, 2, 3, 3, 3, 1, 4, 1, 1, 1, 1, 1, 1]",-4.3267
56,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,4624,9,"[8, 9, 10, 8, 9, 10, 8, 9, 6, 10, 9, 8, 10, 10, 8, 11, 10]",11.241
57,1,0,0,0,0,0,14,"[15, 11, 15, 15, 13, 13, 15, 13, 11, 10, 15, 15, 13, 15, 15, 14, 13]",21.6278
57,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,33312,1,"[1, 3, 4, 3, 2, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 1, 2]",-6.0706
57,3,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",4,4624,0,9,"[8, 9, 10, 8, 8, 10, 8, 9, 7, 10, 9, 8, 10, 10, 8, 11, 10]",11.2473
58,1,6,"[0, 1, 2, 9, 10, 11]",1,3352,0,14,"[15, 11, 15, 15, 13, 13, 15, 13, 11, 10, 15, 15, 13, 15, 15, 14, 13]",21.6731
58,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,37544,1,"[1, 3, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 3]",-5.2677
58,3,3,"[6, 7, 8]",4,1528,0,9,"[8, 9, 10, 8, 8, 10, 8, 9, 7, 10, 9, 8, 10, 10, 8, 11, 10]",11.2874
59,1,6,"[0, 1, 2, 6, 7, 8]",1,4888,0,14,"[15, 11, 15, 15, 14, 13, 15, 13, 11, 11, 15, 15, 13, 15, 15, 14, 13]",21.7123
59,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,37504,2,"[1, 3, 1, 1, 1, 3, 2, 2, 2, 4, 2, 3, 4, 3, 2, 2, 4]",-3.5791
59,3,0,0,0,0,0,9,"[8, 9, 10, 8, 8, 10, 8, 9, 7, 10, 8, 8, 11, 10, 8, 11, 10]",11.3842
60,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,9544,0,14,"[15, 10, 15, 15, 14, 12, 15, 14, 11, 11, 15, 15, 13, 15, 15, 15, 13]",21.8179
60,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,28768,3,"[1, 3, 1, 1, 1, 4, 3, 3, 3, 5, 3, 4, 5, 4, 3, 3, 4]",-1.9903
60,3,0,0,0,0,0,9,"[8, 10, 10, 8, 8, 10, 8, 9, 7, 10, 8, 9, 11, 10, 8, 11, 10]",11.499
61,1,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",1,10976,0,14,"[15, 10, 15, 15, 14, 12, 15, 14, 11, 11, 15, 15, 13, 15, 15, 15, 13]",21.7558
61,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,23056,4,"[1, 3, 1, 3, 1, 5, 4, 4, 4, 5, 4, 5, 5, 5, 4, 4, 5]",-0.3811
61,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,29320,9,"[8, 10, 10, 8, 8, 10, 8, 9, 8, 10, 8, 9, 11, 10, 8, 11, 10]",11.6131
62,1,0,0,0,0,0,14,"[15, 10, 15, 15, 14, 12, 15, 14, 11, 11, 15, 15, 14, 15, 15, 15, 13]",21.8257
62,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,24528,4,"[1, 3, 2, 3, 1, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 4, 4]",0.6415
62,3,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",4,17472,20224,9,"[9, 10, 10, 8, 8, 10, 9, 9, 8, 10, 8, 9, 11, 10, 8, 11, 10]",11.69
63,1,0,0,0,0,0,14,"[15, 11, 15, 15, 14, 12, 15, 14, 11, 11, 15, 15, 14, 15, 15, 15, 13]",21.9755
63,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,17256,4,"[1, 3, 3, 4, 2, 5, 5, 5, 5, 5, 4, 6, 5, 5, 5, 4, 4]",0.9264
63,3,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",4,16128,8520,9,"[9, 10, 10, 8, 8, 10, 9, 9, 8, 10, 8, 9, 11, 10, 8, 11, 10]",11.7705
64,1,0,0,0,0,0,14,"[15, 11, 14, 15, 14, 11, 15, 14, 11, 11, 15, 15, 14, 15, 15, 15, 13]",22.0582
64,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,9192,4,"[2, 3, 3, 4, 2, 4, 5, 5, 5, 4, 4, 5, 5, 4, 4, 4, 3]",0.4454
64,3,15,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26]",4,8520,0,9,"[9, 10, 10, 9, 7, 10, 9, 9, 8, 10, 8, 10, 11, 10, 8, 11, 10]",11.7898
65,1,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",1,6224,0,14,"[15, 12, 14, 15, 14, 11, 15, 14, 12, 11, 15, 15, 14, 15, 15, 14, 13]",22.1123
65,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,1128,3,"[3, 3, 3, 4, 2, 3, 4, 5, 5, 4, 3, 4, 4, 3, 4, 3, 1]",-0.7331
65,3,0,0,0,0,0,9,"[9, 10, 10, 9, 7, 10, 9, 9, 8, 10, 8, 10, 11, 10, 8, 11, 10]",11.7649
66,1,0,0,0,0,0,14,"[15, 12, 14, 15, 14, 11, 15, 14, 12, 11, 15, 15, 14, 15, 15, 14, 13]",22.1808
66,2,15,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29]",8,4776,0,2,"[3, 2, 3, 3, 1, 1, 3, 4, 4, 2, 1, 3, 2, 1, 2, 2, 1]",-3.0022
66,3,15,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26]",4,9408,0,9,"[9, 10, 10, 9, 7, 10, 9, 9, 9, 10, 8, 10, 11, 10, 8, 11, 10]",11.9106
67,1,6,"[0, 1, 2, 6, 7, 8]",1,5592,0,14,"[15, 13, 14, 15, 14, 11, 15, 15, 12, 11, 15, 15, 14, 15, 15, 14, 13]",22.239
67,2,0,0,0,0,0,1,"[3, 1, 3, 3, 1, 1, 1, 3, 4, 2, 1, 1, 2, 1, 1, 1, 1]",-5.5067
67,3,21,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41]",4,12488,0,9,"[9, 9, 10, 9, 7, 10, 10, 9, 9, 10, 8, 10, 11, 10, 8, 10, 10]",11.9588
68,1,6,"[3, 4, 5, 9, 10, 11]",1,3840,0,14,"[15, 13, 14, 15, 14, 11, 15, 15, 12, 11, 15, 15, 14, 15, 15, 14, 13]",22.24
68,2,0,0,0,0,0,1,"[2, 1, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1]",-6.4348
68,3,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",4,6488,0,9,"[9, 9, 10, 9, 7, 10, 10, 9, 9, 11, 8, 10, 11, 10, 8, 10, 10]",11.9225
69,1,0,0,0,0,0,14,"[15, 13, 14, 15, 15, 11, 15, 15, 12, 11, 15, 15, 14, 15, 15, 14, 13]",22.3141
69,2,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",8,5184,0,1,"[1, 1, 1, 2, 1, 2, 1, 1, 3, 4, 2, 2, 4, 2, 1, 1, 3]",-5.0236
69,3,6,"[3, 4, 5, 9, 10, 11]",4,3536,0,9,"[9, 9, 10, 9, 7, 10, 10, 8, 9, 11, 8, 10, 11, 10, 8, 10, 10]",11.9591
70,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,9312,0,14,"[15, 13, 14, 15, 15, 10, 15, 15, 12, 11, 15, 15, 14, 15, 15, 14, 13]",22.3089
70,2,0,0,0,0,0,2,"[1, 1, 1, 2, 2, 3, 1, 1, 4, 5, 3, 3, 4, 4, 3, 3, 4]",-3.2001
70,3,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",4,6728,0,9,"[9, 9, 10, 9, 7, 10, 10, 8, 9, 11, 8, 10, 11, 10, 7, 10, 10]",12.0064
71,1,0,0,0,0,0,14,"[15, 13, 13, 15, 15, 10, 15, 15, 12, 11, 15, 15, 14, 15, 15, 14, 13]",22.281
71,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,3096,3,"[1, 1, 1, 3, 2, 4, 2, 2, 4, 5, 4, 4, 5, 4, 4, 4, 4]",-1.907
71,3,15,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29]",4,9944,0,9,"[9, 9, 10, 9, 7, 10, 11, 8, 9, 11, 8, 10, 11, 10, 7, 10, 10]",11.9706
72,1,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",1,6080,0,14,"[15, 14, 13, 15, 15, 10, 15, 15, 13, 11, 15, 15, 14, 15, 15, 14, 13]",22.3065
72,2,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",8,3096,0,3,"[1, 1, 2, 4, 3, 4, 3, 3, 5, 5, 4, 5, 5, 5, 5, 4, 4]",-1.0384
72,3,15,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38]",4,8336,0,9,"[9, 9, 10, 9, 7, 10, 11, 8, 9, 11, 8, 10, 11, 10, 7, 10, 10]",12.0019
73,1,6,"[6, 7, 8, 15, 16, 17]",1,3224,0,14,"[15, 14, 13, 15, 15, 10, 14, 15, 13, 11, 15, 15, 14, 15, 15, 14, 13]",22.2654
73,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,5520,3,"[1, 1, 3, 4, 3, 4, 3, 3, 5, 5, 4, 5, 5, 5, 5, 4, 4]",-0.5528
73,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,17224,9,"[9, 9, 10, 9, 7, 10, 11, 8, 9, 11, 7, 10, 11, 10, 7, 10, 10]",11.9893
74,1,0,0,0,0,0,14,"[15, 14, 13, 15, 15, 10, 14, 15, 13, 11, 15, 15, 14, 15, 15, 14, 13]",22.3186
74,2,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",8,5520,0,3,"[1, 1, 3, 4, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 4, 4]",-0.6539
74,3,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",4,16128,11040,9,"[9, 9, 10, 9, 7, 10, 11, 8, 9, 11, 7, 10, 11, 10, 7, 10, 10]",11.9649
75,1,0,0,0,0,0,14,"[15, 14, 13, 15, 15, 10, 14, 15, 13, 11, 15, 15, 14, 15, 15, 14, 13]",22.2968
75,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,4928,3,"[1, 1, 3, 4, 2, 1, 3, 3, 4, 3, 3, 4, 4, 5, 5, 4, 4]",-1.3237
75,3,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",4,17472,8000,9,"[9, 9, 10, 9, 7, 10, 11, 8, 10, 11, 7, 10, 11, 10, 7, 9, 10]",11.9257
76,1,3,"[6, 7, 8]",1,3008,0,14,"[15, 14, 13, 15, 15, 10, 14, 15, 13, 11, 15, 15, 14, 15, 15, 14, 13]",22.2075
76,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,1896,3,"[2, 1, 3, 4, 2, 1, 3, 2, 3, 2, 2, 3, 3, 4, 5, 4, 3]",-2.4651
76,3,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",4,8000,0,9,"[9, 9, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 11, 9, 7, 9, 10]",11.8782
77,1,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",1,17160,0,14,"[15, 14, 13, 15, 15, 10, 14, 15, 13, 11, 15, 15, 14, 15, 15, 14, 13]",22.2133
77,2,6,"[3, 4, 5, 9, 10, 11]",8,1896,0,2,"[2, 1, 3, 4, 1, 1, 3, 1, 2, 1, 1, 2, 3, 4, 5, 3, 3]",-3.8508
77,3,0,0,0,0,0,9,"[9, 9, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 11, 9, 7, 9, 10]",11.7923
78,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,9808,0,14,"[15, 14, 13, 15, 15, 10, 13, 15, 13, 11, 15, 15, 14, 15, 15, 14, 13]",22.2078
78,2,0,0,0,0,0,2,"[2, 1, 3, 3, 1, 1, 3, 1, 1, 1, 2, 2, 3, 4, 5, 3, 3]",-4.1519
78,3,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",4,6912,0,9,"[9, 9, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 11, 9, 6, 9, 10]",11.6774
79,1,15,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26]",1,14336,0,14,"[15, 14, 14, 15, 15, 10, 13, 15, 13, 11, 15, 15, 15, 15, 15, 14, 13]",22.239
79,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,10976,2,"[3, 1, 2, 2, 1, 1, 3, 1, 1, 1, 3, 3, 3, 4, 5, 3, 3]",-3.7554
79,3,0,0,0,0,0,9,"[9, 9, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 11, 9, 6, 8, 10]",11.6488
80,1,18,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35]",1,17424,0,14,"[15, 15, 14, 15, 15, 10, 13, 15, 13, 11, 15, 15, 15, 15, 15, 14, 13]",22.1611
80,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,9192,2,"[3, 1, 2, 2, 1, 1, 3, 1, 2, 1, 3, 3, 4, 4, 5, 2, 3]",-3.5508
80,3,0,0,0,0,0,9,"[9, 9, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 11, 9, 6, 8, 10]",11.5934
81,1,0,0,0,0,0,14,"[15, 15, 14, 15, 15, 10, 12, 15, 13, 11, 15, 15, 15, 15, 15, 14, 13]",22.1882
81,2,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",8,16800,11632,2,"[3, 1, 2, 1, 1, 1, 3, 1, 2, 2, 3, 3, 4, 4, 5, 2, 3]",-3.3688
81,3,0,0,0,0,0,9,"[9, 9, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 10, 9, 6, 8, 10]",11.5193
82,1,15,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38]",1,12528,0,14,"[15, 15, 14, 15, 15, 11, 12, 15, 13, 11, 15, 15, 15, 15, 15, 14, 13]",22.2113
82,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,5920,2,"[4, 2, 2, 2, 1, 1, 2, 2, 3, 1, 3, 3, 3, 3, 5, 2, 3]",-3.1822
82,3,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",4,7984,0,9,"[9, 9, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 10, 9, 6, 7, 10]",11.4145
83,1,0,0,0,0,0,14,"[15, 15, 14, 15, 15, 11, 11, 15, 13, 11, 15, 15, 15, 15, 15, 14, 13]",22.1615
83,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,224,2,"[5, 3, 2, 2, 1, 1, 2, 1, 3, 1, 2, 2, 2, 2, 4, 1, 2]",-3.6395
83,3,6,"[3, 4, 5, 9, 10, 11]",4,2024,0,9,"[9, 10, 10, 9, 8, 9, 11, 8, 10, 11, 7, 10, 10, 9, 5, 7, 9]",11.2271
84,1,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",1,18144,2408,14,"[15, 15, 14, 15, 14, 11, 11, 15, 13, 11, 15, 15, 15, 15, 15, 14, 13]",22.0836
